Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"POC1A","POC1 Centriolar Protein A","Protein Coding","37","GC03M052109","1.59175527095795","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POC1A"
"BCS1L","BCS1 Homolog, Ubiquinol-Cytochrome C Reductase Complex Chaperone","Protein Coding","44","GC02P218658","1.58999824523926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCS1L"
"NEDD9","Neural Precursor Cell Expressed, Developmentally Down-Regulated 9","Protein Coding","42","GC06M011183","1.58845400810242","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEDD9"
"CAMKK2","Calcium/Calmodulin Dependent Protein Kinase Kinase 2","Protein Coding","45","GC12M121948","1.58772575855255","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAMKK2"
"ASAH2","N-Acylsphingosine Amidohydrolase 2","Protein Coding","41","GC10M050182","1.58746695518494","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASAH2"
"BAMBI","BMP And Activin Membrane Bound Inhibitor","Protein Coding","42","GC10P028685","1.5870349407196","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAMBI"
"CEACAM5","CEA Cell Adhesion Molecule 5","Protein Coding","42","GC19P046844","1.58635056018829","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEACAM5"
"OSM","Oncostatin M","Protein Coding","41","GC22M030262","1.58613455295563","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OSM"
"RGN","Regucalcin","Protein Coding","38","GC0XP047369","1.58613455295563","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RGN"
"HSD17B1","Hydroxysteroid 17-Beta Dehydrogenase 1","Protein Coding","42","GC17P042630","1.58364605903625","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSD17B1"
"IVL","Involucrin","Protein Coding","38","GC01P152881","1.58362722396851","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IVL"
"TET2","Tet Methylcytosine Dioxygenase 2","Protein Coding","44","GC04P105145","1.5835245847702","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TET2"
"CASP2","Caspase 2","Protein Coding","47","GC07P147315","1.58314669132233","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP2"
"TNC","Tenascin C","Protein Coding","49","GC09M115019","1.58197200298309","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNC"
"STS","Steroid Sulfatase","Protein Coding","45","GC0XP007146","1.58151853084564","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STS"
"SLC4A4","Solute Carrier Family 4 Member 4","Protein Coding","45","GC04P071063","1.58081364631653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC4A4"
"ERVW-1","Endogenous Retrovirus Group W Member 1, Envelope","Protein Coding","34","GC07M092468","1.57929801940918","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERVW-1"
"GDF2","Growth Differentiation Factor 2","Protein Coding","42","GC10P047322","1.57929062843323","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDF2"
"UBE2H","Ubiquitin Conjugating Enzyme E2 H","Protein Coding","41","GC07M129830","1.57845616340637","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2H"
"POLR2B","RNA Polymerase II Subunit B","Protein Coding","42","GC04P056977","1.57824397087097","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLR2B"
"GLRX3","Glutaredoxin 3","Protein Coding","40","GC10P130136","1.57814288139343","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLRX3"
"ALPL","Alkaline Phosphatase, Biomineralization Associated","Protein Coding","50","GC01P021508","1.57664322853088","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALPL"
"POLR2L","RNA Polymerase II, I And III Subunit L","Protein Coding","40","GC11M002452","1.57525777816772","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLR2L"
"GANAB","Glucosidase II Alpha Subunit","Protein Coding","45","GC11M082126","1.57453501224518","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GANAB"
"BAG6","BAG Cochaperone 6","Protein Coding","36","GC06M031639","1.57447981834412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAG6"
"SDHA","Succinate Dehydrogenase Complex Flavoprotein Subunit A","Protein Coding","46","GC05P000208","1.57388520240784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDHA"
"EIF5B","Eukaryotic Translation Initiation Factor 5B","Protein Coding","37","GC02P099320","1.57366847991943","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF5B"
"MIR125B2","MicroRNA 125b-2","RNA Gene","22","GC21P016590","1.57347071170807","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR125B2"
"DPP6","Dipeptidyl Peptidase Like 6","Protein Coding","42","GC07P153748","1.57284593582153","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPP6"
"NUAK1","NUAK Family Kinase 1","Protein Coding","43","GC12M106063","1.57225871086121","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUAK1"
"STARD10","StAR Related Lipid Transfer Domain Containing 10","Protein Coding","37","GC11M082545","1.57207822799683","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STARD10"
"PSMC3","Proteasome 26S Subunit, ATPase 3","Protein Coding","43","GC11M081898","1.57187533378601","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMC3"
"GALNT2","Polypeptide N-Acetylgalactosaminyltransferase 2","Protein Coding","45","GC01P230057","1.57146525382996","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALNT2"
"MEF2D","Myocyte Enhancer Factor 2D","Protein Coding","45","GC01M156463","1.56962072849274","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEF2D"
"TCF21","Transcription Factor 21","Protein Coding","36","GC06P133889","1.56902623176575","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF21"
"FHL2","Four And A Half LIM Domains 2","Protein Coding","45","GC02M105357","1.56805658340454","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FHL2"
"KCNK3","Potassium Two Pore Domain Channel Subfamily K Member 3","Protein Coding","49","GC02P026692","1.56620943546295","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNK3"
"RALA","RAS Like Proto-Oncogene A","Protein Coding","45","GC07P039622","1.56567811965942","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RALA"
"MIRLET7A1","MicroRNA Let-7a-1","RNA Gene","21","GC09P094175","1.56406283378601","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIRLET7A1"
"AP1M1","Adaptor Related Protein Complex 1 Subunit Mu 1","Protein Coding","40","GC19P034754","1.56371879577637","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AP1M1"
"KANK1","KN Motif And Ankyrin Repeat Domains 1","Protein Coding","40","GC09P000474","1.56297063827515","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KANK1"
"TUBA1B","Tubulin Alpha 1b","Protein Coding","41","GC12M049127","1.56266856193542","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBA1B"
"MAPK12","Mitogen-Activated Protein Kinase 12","Protein Coding","46","GC22M054206","1.56209766864777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK12"
"NRGN","Neurogranin","Protein Coding","38","GC11P124739","1.55949378013611","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRGN"
"PPP2R5C","Protein Phosphatase 2 Regulatory Subunit B'Gamma","Protein Coding","43","GC14P108712","1.5575350522995","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2R5C"
"COQ8A","Coenzyme Q8A","Protein Coding","36","GC01P226939","1.55729138851166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COQ8A"
"CBLC","Cbl Proto-Oncogene C","Protein Coding","36","GC19P044777","1.55660116672516","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBLC"
"ASS1","Argininosuccinate Synthase 1","Protein Coding","47","GC09P130444","1.5564478635788","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASS1"
"ADAMTSL1","ADAMTS Like 1","Protein Coding","42","GC09P017906","1.55643200874329","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTSL1"
"SHANK1","SH3 And Multiple Ankyrin Repeat Domains 1","Protein Coding","37","GC19M050659","1.55468499660492","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHANK1"
"CLASRP","CLK4 Associating Serine/Arginine Rich Protein","Protein Coding","33","GC19P045039","1.55407357215881","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLASRP"
"FBXO46","F-Box Protein 46","Protein Coding","29","GC19M045710","1.55407357215881","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXO46"
"DBI","Diazepam Binding Inhibitor, Acyl-CoA Binding Protein","Protein Coding","45","GC02P119366","1.55351483821869","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DBI"
"IL34","Interleukin 34","Protein Coding","38","GC16P071227","1.55139482021332","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL34"
"CORIN","Corin, Serine Peptidase","Protein Coding","44","GC04M047596","1.55018091201782","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CORIN"
"EDA2R","Ectodysplasin A2 Receptor","Protein Coding","42","GC0XM066595","1.55018091201782","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EDA2R"
"KCTD1","Potassium Channel Tetramerization Domain Containing 1","Protein Coding","40","GC18M026454","1.55018091201782","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCTD1"
"STOX1","Storkhead Box 1","Protein Coding","38","GC10P068827","1.55018091201782","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STOX1"
"ADA2","Adenosine Deaminase 2","Protein Coding","33","GC22M017183","1.55018091201782","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADA2"
"EIF2AK1","Eukaryotic Translation Initiation Factor 2 Alpha Kinase 1","Protein Coding","42","GC07M006022","1.54790186882019","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF2AK1"
"TREH","Trehalase","Protein Coding","41","GC11M118657","1.54751777648926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TREH"
"CYP24A1","Cytochrome P450 Family 24 Subfamily A Member 1","Protein Coding","46","GC20M054153","1.54588270187378","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP24A1"
"ARSB","Arylsulfatase B","Protein Coding","44","GC05M078777","1.54541277885437","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARSB"
"PGM1","Phosphoglucomutase 1","Protein Coding","47","GC01P063593","1.54519164562225","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGM1"
"LTC4S","Leukotriene C4 Synthase","Protein Coding","41","GC05P179793","1.54502272605896","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LTC4S"
"AGL","Amylo-Alpha-1, 6-Glucosidase, 4-Alpha-Glucanotransferase","Protein Coding","44","GC01P099850","1.5446994304657","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGL"
"PSMA7","Proteasome 20S Subunit Alpha 7","Protein Coding","44","GC20M062136","1.54429936408997","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMA7"
"MIR361","MicroRNA 361","RNA Gene","18","GC0XM085903","1.54290270805359","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR361"
"CARD9","Caspase Recruitment Domain Family Member 9","Protein Coding","42","GC09M136361","1.54285132884979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CARD9"
"ACTN2","Actinin Alpha 2","Protein Coding","46","GC01P236686","1.54048371315002","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTN2"
"MIR1271","MicroRNA 1271","RNA Gene","16","GC05P176367","1.53999495506287","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1271"
"MGP","Matrix Gla Protein","Protein Coding","42","GC12M019181","1.53992033004761","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MGP"
"EEF1D","Eukaryotic Translation Elongation Factor 1 Delta","Protein Coding","41","GC08M143579","1.53584671020508","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEF1D"
"FAH","Fumarylacetoacetate Hydrolase","Protein Coding","46","GC15P080152","1.53577065467834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAH"
"MIR203A","MicroRNA 203a","RNA Gene","20","GC14P108371","1.53565144538879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR203A"
"LAT2","Linker For Activation Of T Cells Family Member 2","Protein Coding","39","GC07P074199","1.53481221199036","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAT2"
"ABHD11","Abhydrolase Domain Containing 11","Protein Coding","38","GC07M073736","1.53481221199036","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABHD11"
"DNAJC30","DnaJ Heat Shock Protein Family (Hsp40) Member C30","Protein Coding","36","GC07M073680","1.53481221199036","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJC30"
"BUD23","BUD23 RRNA Methyltransferase And Ribosome Maturation Factor","Protein Coding","32","GC07P074318","1.53481221199036","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BUD23"
"TMEM270","Transmembrane Protein 270","Protein Coding","24","GC07P074333","1.53481221199036","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM270"
"SMARCC1","SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin Subfamily C Member 1","Protein Coding","42","GC03M047585","1.53351104259491","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCC1"
"ZC3H12A","Zinc Finger CCCH-Type Containing 12A","Protein Coding","36","GC01P037474","1.5329282283783","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZC3H12A"
"TERF1","Telomeric Repeat Binding Factor 1","Protein Coding","41","GC08P073003","1.5329133272171","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TERF1"
"IL37","Interleukin 37","Protein Coding","37","GC02P119862","1.5322984457016","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL37"
"NRXN2","Neurexin 2","Protein Coding","40","GC11M082204","1.53166079521179","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRXN2"
"MAVS","Mitochondrial Antiviral Signaling Protein","Protein Coding","38","GC20P003850","1.53095555305481","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAVS"
"NASP","Nuclear Autoantigenic Sperm Protein","Protein Coding","37","GC01P045583","1.53072261810303","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NASP"
"NPPC","Natriuretic Peptide C","Protein Coding","40","GC02M231921","1.5267345905304","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPPC"
"H2AC20","H2A Clustered Histone 20","Protein Coding","31","GC01P150078","1.52606868743896","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H2AC20"
"TFG","Trafficking From ER To Golgi Regulator","Protein Coding","44","GC03P100709","1.52583110332489","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFG"
"MYO5B","Myosin VB","Protein Coding","44","GC18M049822","1.52556622028351","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYO5B"
"FOXJ1","Forkhead Box J1","Protein Coding","37","GC17M076136","1.52419233322144","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXJ1"
"TNFSF9","TNF Superfamily Member 9","Protein Coding","36","GC19P006531","1.5241551399231","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFSF9"
"SPTA1","Spectrin Alpha, Erythrocytic 1","Protein Coding","44","GC01M158610","1.52405190467834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPTA1"
"GP1BA","Glycoprotein Ib Platelet Subunit Alpha","Protein Coding","45","GC17P004932","1.52336394786835","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GP1BA"
"GALNS","Galactosamine (N-Acetyl)-6-Sulfatase","Protein Coding","45","GC16M088813","1.52299165725708","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALNS"
"SLC1A1","Solute Carrier Family 1 Member 1","Protein Coding","48","GC09P004490","1.52061891555786","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC1A1"
"CLCNKA","Chloride Voltage-Gated Channel Ka","Protein Coding","40","GC01P016018","1.51823818683624","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLCNKA"
"NEB","Nebulin","Protein Coding","40","GC02M151485","1.5175678730011","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEB"
"IDS","Iduronate 2-Sulfatase","Protein Coding","48","GC0XM149476","1.51738905906677","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IDS"
"SMN1","Survival Of Motor Neuron 1, Telomeric","Protein Coding","40","GC05P070924","1.51737725734711","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMN1"
"GDI2","GDP Dissociation Inhibitor 2","Protein Coding","39","GC10M005765","1.51715207099915","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDI2"
"CLCN1","Chloride Voltage-Gated Channel 1","Protein Coding","44","GC07P143316","1.51681125164032","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLCN1"
"VEGFD","Vascular Endothelial Growth Factor D","Protein Coding","33","GC0XM015345","1.51610159873962","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VEGFD"
"REL","REL Proto-Oncogene, NF-KB Subunit","Protein Coding","45","GC02P060881","1.51573944091797","https://www.genecards.org/cgi-bin/carddisp.pl?gene=REL"
"FAM168A","Family With Sequence Similarity 168 Member A","Protein Coding","33","GC11M073400","1.51548790931702","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM168A"
"CALM3","Calmodulin 3","Protein Coding","42","GC19P046601","1.51508224010468","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALM3"
"CLCN2","Chloride Voltage-Gated Channel 2","Protein Coding","45","GC03M184346","1.51449298858643","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLCN2"
"BANF1","BAF Nuclear Assembly Factor 1","Protein Coding","41","GC11P066002","1.51276528835297","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BANF1"
"SLC26A4","Solute Carrier Family 26 Member 4","Protein Coding","42","GC07P107660","1.51211142539978","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC26A4"
"XRCC3","X-Ray Repair Cross Complementing 3","Protein Coding","41","GC14M103697","1.5119446516037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XRCC3"
"PAM","Peptidylglycine Alpha-Amidating Monooxygenase","Protein Coding","43","GC05P102753","1.51097869873047","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAM"
"BPTF","Bromodomain PHD Finger Transcription Factor","Protein Coding","40","GC17P067825","1.51047718524933","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BPTF"
"HSPA1B","Heat Shock Protein Family A (Hsp70) Member 1B","Protein Coding","39","GC06P073407","1.50701415538788","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA1B"
"SLC2A6","Solute Carrier Family 2 Member 6","Protein Coding","41","GC09M133471","1.50682306289673","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A6"
"SDC1","Syndecan 1","Protein Coding","42","GC02M020200","1.50612819194794","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDC1"
"SLC39A1","Solute Carrier Family 39 Member 1","Protein Coding","38","GC01M153960","1.50560820102692","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC39A1"
"PAWR","Pro-Apoptotic WT1 Regulator","Protein Coding","41","GC12M079574","1.50539994239807","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAWR"
"PTGER4","Prostaglandin E Receptor 4","Protein Coding","45","GC05P040679","1.50428199768066","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGER4"
"BRS3","Bombesin Receptor Subtype 3","Protein Coding","42","GC0XP136482","1.50271940231323","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRS3"
"NPR1","Natriuretic Peptide Receptor 1","Protein Coding","46","GC01P153821","1.50252318382263","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPR1"
"SORCS1","Sortilin Related VPS10 Domain Containing Receptor 1","Protein Coding","39","GC10M106573","1.50243377685547","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SORCS1"
